brand_code,carb_volume,fill_ounces,pc_volume,carb_pressure,carb_temp,psc_fill,psc_co2,mnf_flow_bin,carb_pressure1,fill_pressure,hyd_pressure1_bin,hyd_pressure2_bin,hyd_pressure3_bin,hyd_pressure4,filler_level,temperature,usage_cont,carb_flow_bin,density_bin,balling_bin,pressure_vacuum,ph,bowl_setpoint_bin,pressure_setpoint_bin,air_pressurer_bin,alch_rel_bin,carb_rel,balling_lvl_bin,psc_trans,filler_speed_trans,mfr_trans,oxygen_filler_trans
B,5.14,24.0066666666667,0.268,61.4,137.2,0.52,0.04,negative,117.2,46.2,zero,zero,zero,110,120,67.8,16.8,high,low,low,-5.2,8.88,120,46,low,low,5.22,low,-1.235801073018288,8032031.5,263827.98,-2.590290588137647
A,5.42,23.9,0.256666666666667,70.6,144,0.219999999999999,0.0600000000000005,negative,124.6,45.8,zero,zero,zero,100,118.8,65.8,16.28,high,high,high,-5.2,8.78,120,46,low,mid,5.52,high,-1.4486380499163911,8064127.5,269230.72,-2.628559390220687
A,5.42,24.0333333333333,0.250666666666667,73.6,146.6,0.259999999999998,0.04,negative,132.4,46,zero,zero,zero,92,120.4,66,23.28,high,high,high,-5.4,8.76,120,46,low,mid,5.54,high,-1.6,8048071.5,271584,-2.628559390220687
A,5.44666666666667,23.9,0.267333333333333,68.8,140.8,0.0600000000000023,0.0600000000000005,negative,129.2,45.8,zero,zero,zero,94,120,66.4,24.26,high,high,high,-5.2,8.74,120,46,low,mid,5.52,high,-1.470849737787082,8032031.5,266011.68,-2.628559390220687
A,5.45333333333333,24.0133333333333,0.288666666666667,69,140.2,0.18,0.0199999999999996,negative,131.2,46,zero,zero,zero,92,119.4,66.4,21.54,high,high,high,-5.2,8.76,120,46,low,mid,5.5,high,-1.4,8032031.5,262087.5,-2.628559390220687
A,5.37333333333333,24.02,0.268666666666667,70.8,144.8,0.239999999999998,0.04,negative,129.6,45.8,zero,zero,zero,100,119.6,65.8,21.08,high,high,high,-5,8.78,120,46,low,mid,5.48,high,-1.4861906968533947,8048071.5,267911.5,-2.628559390220687
A,5.36666666666667,23.9866666666667,0.284666666666667,70,143.6,0.18,0.0600000000000005,negative,129.6,46.8,zero,zero,zero,94,125,65.6,22.18,high,high,high,-5,8.74,120,46,low,mid,5.48,high,-1.677509690068058,2971921.5,256613.97999999998,-2.628559390220687
A,5.47333333333333,24.0333333333333,0.308,69.2,138.6,0.16,0.18,negative,130.2,46.2,zero,zero,zero,88,119.2,65.6,21.56,high,high,high,-4.8,8.76,120,46,low,mid,5.44,high,-1.4633436854000506,8032031.5,268497.42,-2.628559390220687
A,5.37333333333333,23.9266666666667,0.294,69.2,142.2,0.0400000000000027,0.0199999999999996,negative,124.6,45.8,zero,zero,zero,92,120,65,17.9,high,high,high,-4.6,8.82,120,46,low,mid,5.48,high,-1.1950155281000758,8040049.5,272469.12000000005,-2.628559390220687
A,5.33333333333333,23.9866666666667,0.283333333333333,69.2,141.8,0.0599999999999987,0.100000000000001,negative,131,58.6,zero,zero,zero,88,120.4,68.8,23.08,mid,high,high,-4.6,8.84,120,46,low,mid,5.5,high,-1.6653359893863697,506017.5,209433.42000000004,-2.628559390220687
A,5.34666666666667,23.86,0.283333333333333,68.4,141.8,0.140000000000001,0.0200000000000005,negative,124.4,45.8,zero,zero,zero,108,119.4,65.8,18.14,high,high,high,-4.8,8.86,120,46,low,mid,5.5,high,-1.6653359893863697,8032031.5,270847.5,-2.628559390220687
A,5.38666666666667,23.96,0.293333333333333,68.8,141.6,0.0999999999999979,0.0200000000000005,negative,131,41.2,zero,zero,zero,62,103.2,74.2,16.86,low,high,high,-4.8,8.86,120,46,low,mid,5.5,high,-1.5267136173520308,508031.5,90652.32,-1.8973872718695528
A,5.44666666666667,23.9866666666667,0.318,63,133.8,0.0599999999999987,0.08,negative,127.2,45.8,zero,zero,zero,118,120.8,67,17.86,high,high,high,-5,8.82,120,46,low,mid,5.66,high,-1.393369964475876,8056097.5,267618.78,-2.628559390220687
A,5.34,23.8133333333333,0.3,61.6,133.2,0.16,0,negative,127.8,49.8,zero,zero,zero,122,120.2,68.8,14.58,low,high,high,-5,8.7,120,46,low,mid,5.86,high,-1.406704121032347,514097.5,90907.98,-2.132863680240015
A,5.37333333333333,23.9,0.437333333333333,61.4,132.2,0.0600000000000023,0.0199999999999996,negative,116.4,45.8,zero,zero,zero,118,119.6,65.6,22.74,high,high,high,-5,8.56,120,46,low,mid,5.52,high,-1.07048399691022,7817057.5,261219.41999999995,-1.808233020669064
A,5.38666666666667,24.06,0.232,71,144.6,0.18,0.0200000000000005,negative,112.8,45.8,zero,zero,zero,78,120.2,65.6,16.46,high,high,high,-5.2,8.58,120,46,low,mid,5.58,high,-1.393369964475876,7928161.5,286221.28,-1.6256073885202433
D,5.56666666666667,24.0266666666667,0.314,69,138.4,0.219999999999999,0.08,negative,124.2,50.6,zero,zero,zero,116,115.4,68.6,18.98,high,high,high,-5.2,8.82,120,46,low,high,5.64,high,-1.4784638075837884,506017.5,36072.48,-1.5517803371766434
B,5.35333333333333,24.0733333333333,0.244666666666667,66.2,138.4,0.219999999999999,0.0599999999999996,negative,117.2,46.2,zero,zero,zero,96,121,66.8,17.34,high,low,low,-5.4,8.5,120,46,low,low,5.38,low,-1.355019380136116,7928161.5,263682.72000000003,-2.079401977103413
B,5.30666666666667,23.9066666666667,0.273333333333333,67.6,141.8,0.34,0.0599999999999996,negative,115,46.2,zero,zero,zero,96,120.4,66.8,19.24,high,low,low,-5.4,8.48,120,46,low,low,5.38,low,-1.318824545362944,7928161.5,263102.07999999996,-2.013704892242412
B,5.30666666666667,23.92,0.272666666666667,68.2,142,0.120000000000001,0.08,negative,112,46,zero,zero,zero,100,120.4,66.6,19.58,high,low,low,-5.4,8.48,120,46,low,low,5.36,low,-1.3247222793546347,8040049.5,269965.01999999996,-1.9389551378845242
B,5.31333333333333,24.0733333333333,0.268666666666667,66.6,140,0.18,0.04,negative,118.8,46.2,zero,zero,zero,98,120,66.4,18.7,high,low,low,-5.4,8.46,120,46,low,low,5.36,low,-1.53524199845511,8040049.5,274984.78,-1.9389551378845242
B,5.28666666666667,23.9266666666667,0.288,69.6,145,0.199999999999999,0.0199999999999996,negative,115,46,zero,zero,zero,96,120,66.2,17.12,high,low,low,-5.4,8.46,120,46,low,low,5.36,low,-1.6205266807797944,8040049.5,277363.01999999996,-1.8708653554681016
B,5.30666666666667,24.04,0.33,73.8,149.2,0.140000000000001,0.0200000000000005,negative,111.2,46,zero,zero,zero,94,120,66.2,21.2,high,low,low,-5.2,8.46,120,46,low,low,5.38,low,-1.079130845342293,8040049.5,268497.42,-1.808233020669064
B,5.33333333333333,24.0533333333333,0.282666666666667,71.2,144.6,0.52,0.08,negative,115.6,46,zero,zero,zero,94,119.4,66.2,18.62,high,low,low,-5.2,8.48,120,46,low,low,5.42,low,-1.2844582472000674,8048071.5,275578.38,-1.9981504301603559
C,5.35333333333333,24.0066666666667,0.271333333333333,69.8,141.6,0.280000000000001,0.180000000000001,negative,112.8,46,zero,zero,zero,78,119.8,66.8,13.42,high,low,low,-5,8.42,120,46,low,low,5.42,low,-1.1145622551528538,8056097.5,287888.22,-1.9248483425651775
C,5.16666666666667,23.94,0.262,70.2,145,0.540000000000003,0.04,negative,115.6,46,zero,zero,zero,74,120.4,66.4,22.36,high,low,low,-5,8.4,120,46,low,low,5.36,low,-1.590121969361616,8048071.5,271731.42000000004,-2.253598641734705
C,5.3,23.9066666666667,0.316666666666667,68,143.2,0.120000000000001,0.100000000000001,negative,109.6,46,zero,zero,zero,92,118.6,65.6,21.32,high,low,low,-4.8,8.44,120,46,low,low,5.36,low,-1.470849737787082,8048071.5,277661.02,-1.9389551378845242
C,5.30666666666667,23.9533333333333,0.341333333333333,62.2,134.8,0.0599999999999987,0.0200000000000005,negative,117.8,46,zero,zero,zero,90,119.6,65.8,19.38,high,low,low,-4.8,8.44,120,46,low,low,5.36,low,-1.3868116113297644,8048071.5,272912.22,-1.8708653554681016
C,5.30666666666667,23.9,0.314,68.6,144,0.32,0.16,negative,123.4,45.8,zero,zero,zero,102,118.8,65.6,22.12,high,low,low,-4.8,8.46,120,46,low,low,5.34,low,-1.5527864045000421,8040049.5,269377.5,-2.253598641734705
C,5.33333333333333,24,0.256666666666667,66.4,138.6,0.119999999999997,0.0999999999999996,negative,125,49.6,zero,zero,zero,100,119.8,65.6,24.2,high,low,low,-4.8,8.46,120,50,low,low,5.38,low,-1.7033520605161736,7936127.5,264991.5,-2.210998445675431
C,5.33333333333333,23.8533333333333,0.107333333333333,64.4,137,0.120000000000001,0.0199999999999996,negative,119.4,49.8,zero,zero,zero,94,120.4,65.6,19.8,high,low,low,-5,8.46,120,50,low,low,5.38,low,-1.7633568086760154,7928161.5,267911.5,-2.2319707625728427
C,5.33333333333333,23.96,0.252,61.4,132.8,0.140000000000001,0.0600000000000005,negative,117,50.2,zero,zero,zero,90,119.4,66,18.44,high,low,low,-5,8.44,120,50,low,low,5.38,low,-1.6422291236000337,7928161.5,264845.92,-2.347716995362465
C,5.32,24.0533333333333,0.242666666666667,66.4,140,0.0599999999999987,0.04,negative,114.6,50.2,zero,zero,zero,96,120,66.6,20.22,high,low,low,-5,8.44,120,50,low,low,5.38,low,-1.4203449301524225,7928161.5,267618.78,-2.253598641734705
C,5.31333333333333,24.0466666666667,0.266666666666667,64.8,137.8,0.0599999999999987,0.0200000000000005,negative,118.6,49.8,zero,zero,zero,92,120.4,65.4,17.12,high,low,low,-5.2,8.48,120,50,low,low,5.36,low,-1.5020040160804506,7920199.5,264264,-2.347716995362465
C,5.31333333333333,23.9133333333333,0.262666666666667,63.8,137,0.299999999999997,0.0200000000000005,negative,129,52.8,zero,zero,zero,108,132,66.2,23.08,mid,high,high,-5.2,8.56,120,50,low,high,5.46,high,-1.4203449301524225,510049.5,43571.02,-2.253598641734705
D,5.55333333333333,24.1,0.18,73.2,142.2,0.419999999999998,0.0999999999999996,negative,123.4,50.2,zero,zero,zero,80,120.2,64.4,16.24,high,high,high,-5.2,8.62,120,50,low,high,5.66,high,-1.33667504192892,7928161.5,263102.07999999996,-2.628559390220687
D,5.62666666666667,24,0.230666666666667,70.8,139.2,0.0799999999999983,0.0600000000000005,negative,127,39.2,zero,zero,zero,62,115.2,66.2,23.94,mid,high,high,-5.4,8.62,120,50,low,high,5.72,high,-1.4940355743730593,3819847.5,130049.5,-2.520327901793584
D,5.53333333333333,23.94,0.241333333333333,71.2,141.2,0.0800000000000018,0.0200000000000005,negative,121.4,50,zero,zero,zero,82,121.2,65.2,16.56,high,high,high,-5.4,8.62,120,50,low,high,5.66,high,-1.6422291236000337,7920199.5,274984.78,-2.628559390220687
D,5.53333333333333,23.9533333333333,0.229333333333333,72.2,142.2,0.120000000000001,0.0200000000000005,negative,122.8,49.8,zero,zero,zero,76,118.6,65.2,21.12,high,high,high,-5.4,8.64,120,50,low,high,5.62,high,-1.518336216848308,7976017.5,265428.48000000004,-2.628559390220687
D,5.56,24.0133333333333,0.241333333333333,67.4,136,0.239999999999998,0.08,negative,118.4,49.8,zero,zero,zero,74,92.6,65.2,18.68,high,high,high,-5.4,8.6,120,50,low,high,5.64,high,-1.6901613323034066,7928161.5,251765.58000000002,-2.628559390220687
D,5.50666666666667,23.98,0.211333333333333,76.6,148.4,0.200000000000003,0.0199999999999996,negative,119,50,zero,zero,zero,84,121.4,65.2,19.1,high,high,high,-5.4,8.64,120,50,low,high,5.6,high,-1.373900966300059,7920199.5,269083.98000000004,-2.628559390220687
D,5.49333333333333,23.9733333333333,0.244666666666667,69.6,140.2,0.399999999999999,0.0399999999999991,negative,121.2,46.2,zero,zero,zero,88,116.4,65.6,16.84,high,high,high,-5.4,8.62,120,46,low,high,5.6,high,-1.3306719787727395,6216337.5,181924.62000000002,-1.7280530502938132
D,5.46666666666667,23.9066666666667,0.216666666666667,75.6,147.8,0.0800000000000018,0.04,negative,119.2,46.2,zero,zero,zero,78,119.6,65.6,16.6,high,high,high,-5.4,8.66,120,46,low,high,5.6,high,-1.7033520605161736,7920199.5,265720,-2.628559390220687
D,5.53333333333333,23.9533333333333,0.262,70.2,139.8,0.219999999999999,0.0599999999999996,negative,124,46,zero,zero,zero,78,120,64.8,19.26,high,high,high,-5.4,8.64,120,46,low,high,5.6,high,-1.2957273255336397,7920199.5,263827.98,-2.628559390220687
D,5.48,23.9933333333333,0.274,74.6,146.4,0.220000000000002,0.04,negative,112.2,46.2,zero,zero,zero,74,117.6,65,16.9,high,high,high,-5.4,8.64,120,46,low,high,5.6,high,-1.6,7936127.5,262087.5,-2.628559390220687
D,5.54,24.06,0.225333333333333,68.4,137.6,0.0399999999999991,0,negative,122.4,46,zero,zero,zero,78,119.2,65.2,21.46,high,high,high,-5.2,8.64,120,46,low,high,5.68,high,-1.5804764607319393,7920199.5,268204.38,-2.628559390220687
D,5.62666666666667,23.98,0.271333333333333,72.4,141.6,0.199999999999999,0.0600000000000005,negative,126.2,45.4,zero,zero,zero,102,117,65.6,23.86,high,high,high,-5,8.66,120,46,low,high,5.8,high,-1.3803226646068132,5752831.5,174285.58,-1.665084835360119
B,5.32666666666667,24.02,0.254,74,149.4,0.119999999999997,0.04,negative,112.6,45.8,zero,zero,zero,98,120.6,65.4,17.74,high,low,low,-5,8.64,120,46,low,low,5.42,low,-1.590121969361616,7920199.5,263392.31999999995,-2.628559390220687
B,5.40666666666667,23.9733333333333,0.319333333333333,74.8,151.6,0.559999999999999,0.22,negative,121.2,50,zero,zero,zero,94,118.6,65.4,19.56,high,low,low,-4.8,8.68,120,50,low,low,5.42,low,-1.2050157234259284,8040049.5,273060,-2.628559390220687
B,5.30666666666667,23.98,0.259333333333333,65.8,140.4,0.0599999999999987,0,negative,120.8,50.4,zero,zero,zero,102,117.8,65.8,22.68,high,low,low,-4.8,8.68,120,50,low,low,5.36,low,-1.5267136173520308,8056097.5,267326.22000000003,-1.4675783497382138
B,5.28,23.8933333333333,0.246666666666667,66.6,140.6,0.0199999999999996,0.04,negative,121.6,49.8,zero,zero,zero,102,120.2,65.6,16.32,high,low,low,-4.8,8.7,120,50,low,low,5.38,low,-1.6,8040049.5,264554.88,-2.628559390220687
B,5.22666666666667,23.9666666666667,0.287333333333333,68.6,144.6,0.0599999999999987,0.16,negative,117.2,50.2,zero,zero,zero,98,120,65.4,19.76,high,low,low,-4.8,8.72,120,50,low,low,5.38,low,-1.518336216848308,8048071.5,267180,-2.628559390220687
B,5.30666666666667,24.0333333333333,0.255333333333333,65.8,139,0.120000000000001,0.04,negative,110,50,zero,zero,zero,98,120.4,65.4,20.86,high,low,low,-5,8.7,120,50,low,low,5.4,low,-1.7470177871865298,7912241.5,266303.51999999996,-2.520327901793584
B,5.33333333333333,23.94,0.270666666666667,69,143,0.18,0.0199999999999996,negative,116,49.8,zero,zero,zero,98,119.4,65.4,17.9,high,low,low,-5.2,8.7,120,50,low,low,5.38,low,-1.2,7912241.5,268790.62000000005,-2.4881135684904194
B,5.30666666666667,23.98,0.264,68,142.2,0.260000000000002,0.04,negative,120.2,46,zero,zero,zero,98,119.4,65.4,22,high,low,low,-5.2,8.7,120,46,low,low,5.4,low,-1.6422291236000337,7904287.5,263827.98,-2.628559390220687
B,5.34666666666667,23.96,0.256,65.6,138.2,0.0799999999999983,0.04,negative,126.8,45.8,zero,zero,zero,94,118.6,65.4,19.2,high,low,low,-5.2,8.7,120,46,low,low,5.4,low,-1.6101282262076415,7904287.5,261797.98,-2.628559390220687
B,5.33333333333333,24.0333333333333,0.252666666666667,65,138.2,0.0399999999999991,0.0199999999999996,negative,121.4,46.2,zero,zero,zero,102,120.6,66.2,19.1,high,low,low,-5.2,8.7,120,46,low,low,5.38,low,-1.8211145618000166,7912241.5,262087.5,-2.4574717460058295
B,5.34,23.8533333333333,0.274666666666667,67,141,0.219999999999999,0.04,negative,125.4,45.8,zero,zero,zero,98,119.6,66,17.3,high,low,low,-5.2,8.7,120,46,low,low,5.38,low,-1.4633436854000506,7936127.5,263827.98,-2.4881135684904194
B,5.30666666666667,23.7933333333333,0.259333333333333,71.6,147.6,0.260000000000002,0.0599999999999996,negative,118.6,46.2,zero,zero,zero,98,120.4,66,22.88,high,low,low,-5.2,8.72,120,46,low,low,5.38,low,-1.7033520605161736,7912241.5,270994.72000000003,-2.628559390220687
B,5.32666666666667,24.0866666666667,0.279333333333333,72.4,147.2,0.18,0.04,negative,116.8,45.6,zero,zero,zero,106,119.8,66.2,17.92,high,low,low,-5.2,8.64,120,46,low,low,5.38,low,-1.6,7920199.5,258336.21999999997,-2.628559390220687
A,5.43333333333333,23.9466666666667,0.128666666666667,66.4,136.8,0.36,0.08,negative,121,46,zero,zero,zero,98,120.4,65.2,22.1,high,high,high,-5.2,8.64,120,46,low,mid,5.5,high,-1.561821953995867,7920199.5,262522.08,-2.628559390220687
A,5.42666666666667,23.9866666666667,0.254666666666667,67.4,138.4,0.119999999999997,0.04,negative,121.8,45.8,zero,zero,zero,96,120,65.2,23.02,high,high,high,-5.2,8.62,120,46,low,mid,5.5,high,-1.4940355743730593,7920199.5,264264,-2.628559390220687
A,5.48,24.1066666666667,0.240666666666667,65.4,135.2,0.3,0,negative,121.8,45.8,zero,zero,zero,90,119.2,65.2,17.48,high,high,high,-5.2,8.7,120,46,low,mid,5.5,high,-1.5804764607319393,7920199.5,267180,-2.628559390220687
A,5.44,24.02,0.234666666666667,65.2,135.8,0.18,0.04,negative,130.6,48.2,zero,zero,zero,108,121.2,66,18.48,low,high,high,-5.4,8.68,120,46,low,mid,5.48,high,-1.7633568086760154,504007.5,18856.319999999996,-1.5878953122252573
A,5.43333333333333,24.08,0.238,70.4,143,0.279999999999998,0.0599999999999996,negative,121,46,zero,zero,zero,80,119.6,65.8,16.96,high,high,high,-5.4,8.54,120,46,low,mid,5.48,high,-1.3803226646068132,8040049.5,270553.18,-2.2319707625728427
A,5.38,23.9466666666667,0.242666666666667,69.2,144.6,0.16,0.24,negative,119.8,46.2,zero,zero,zero,96,120,66,19.36,high,high,high,-5.4,8.54,120,46,low,mid,5.42,high,-1.5710477882094556,8056097.5,267472.48,-2.1516047398582434
A,5.48666666666667,24.14,0.214666666666667,65.6,134.2,0.54,0.0599999999999996,negative,120.8,45.8,zero,zero,zero,90,119.6,64.8,22.82,high,high,high,-5.4,8.68,120,46,low,mid,5.48,high,-1.318824545362944,8048071.5,270406.07999999996,-2.628559390220687
A,5.44,24.0866666666667,0.228666666666667,71,142.8,0.199999999999999,0.04,negative,118.8,46,zero,zero,zero,94,119.8,64.4,16.8,high,high,high,-5,8.66,120,46,low,mid,5.48,high,-1.5804764607319393,8040049.5,268497.42,-2.628559390220687
A,5.43,24.04,0.28,73.2,146.6,0.0999999999999979,0.0200000000000005,negative,114.2,45.8,zero,zero,zero,90,120.4,64.4,14.66,high,high,high,-5,8.64,120,46,low,mid,5.48,high,-1.677509690068058,8040049.5,265865.82,-2.079401977103413
A,5.36666666666667,24.02,0.236,67.2,140.4,0.119999999999997,0.04,negative,115.4,46,zero,zero,zero,104,119.4,65.8,16.64,high,high,high,-4.8,8.6,120,46,low,mid,5.42,high,-1.4272871574689459,8040049.5,275133.12,-2.628559390220687
B,5.34666666666667,24.1933333333333,0.228666666666667,71.4,144,0.54,0.12,negative,114,46,zero,zero,zero,94,120.2,65.8,23.52,high,low,low,-4.8,8.64,120,46,low,low,5.38,low,-1.367544467966324,8040049.5,270700.31999999995,-2.628559390220687
B,5.36666666666667,24.1,0.246666666666667,69.4,142.6,0.120000000000001,0.04,negative,119.8,46.2,zero,zero,zero,92,120,66.2,24.14,high,low,low,-4.8,8.7,120,46,low,low,5.38,low,-1.2516685226452116,8048071.5,268204.38,-2.2759300725733387
B,5.30666666666667,23.88,0.299333333333333,66.2,140.4,0.3,0.14,negative,119.2,46.6,zero,zero,zero,98,117.4,67.2,15.2,high,low,low,-4.8,8.72,120,46,low,low,5.42,low,-1.5020040160804506,8048071.5,288951.52,-2.0458230609372223
B,5.34666666666667,23.94,0.276,66.4,139,0.16,0.04,negative,129.6,49,zero,zero,zero,100,118.2,65.2,23.06,high,low,low,-4.8,8.72,120,46,low,low,5.38,low,-1.4,2495377.5,104332.62000000001,-1.6451138554910978
B,5.26,23.9933333333333,0.278,67.2,141,0.0999999999999979,0.100000000000001,negative,119.4,46.2,zero,zero,zero,94,119.8,65,21.14,high,low,low,-4.8,8.7,120,46,low,low,5.38,low,-1.6,8048071.5,267765.12,-2.628559390220687
B,5.30666666666667,24.08,0.264666666666667,69,142.4,0.280000000000001,0.100000000000001,negative,130.4,48.8,zero,zero,zero,130,120.2,66,19.64,low,low,low,-5,8.76,120,46,low,low,5.42,low,-1.4559411796505821,506017.5,36072.48,-1.560667619478632
B,5.32666666666667,23.9466666666667,0.300666666666667,65.2,138.6,0.120000000000001,0.0199999999999996,negative,120,46.2,zero,zero,zero,90,115.6,65.2,14.16,high,low,low,-5,8.76,120,46,low,low,5.38,low,-1.6653359893863697,8064127.5,288951.52,-1.9389551378845242
B,5.40666666666667,24.0933333333333,0.208666666666667,65.6,136.4,0.279999999999998,0.0600000000000005,negative,135.2,48.6,zero,zero,zero,132,120.4,66.6,18.9,low,low,low,-5,8.76,120,46,low,low,5.38,low,-1.717157287525381,506017.5,6520.320000000001,-1.49199835286105
B,5.35333333333333,24.02,0.238666666666667,66.8,139.2,0.36,0.0599999999999996,negative,118.4,46.2,zero,zero,zero,96,120,65.2,21.26,high,low,low,-5,8.72,120,46,low,low,5.38,low,-1.5527864045000421,8056097.5,270406.07999999996,-2.628559390220687
B,5.36666666666667,24.14,0.273333333333333,66,138,0.5,0.04,negative,124.4,46,zero,zero,zero,100,120.8,65,18,high,low,low,-5.2,8.74,120,46,low,low,5.4,low,-1.2254033307585166,8040049.5,267033.81999999995,-2.628559390220687
B,5.42666666666667,23.9733333333333,0.27,58.4,129.8,0.0999999999999979,0.0200000000000005,negative,126.4,46.6,zero,zero,zero,122,122,67,20.24,low,low,low,-5.2,8.78,120,46,low,low,5.38,low,-1.5267136173520308,506017.5,6520.320000000001,-1.2107085837240046
B,5.40666666666667,24.1333333333333,0.266,61,132,0.52,0.08,negative,122,55.2,zero,zero,zero,84,120.2,65.2,22.68,high,low,low,-5.2,8.76,120,46,low,low,5.42,low,-1.2678797912910749,506017.5,43571.02,-2.253598641734705
B,5.31333333333333,23.9666666666667,0.284666666666667,65,138.2,0.0999999999999979,0.0200000000000005,negative,118,45.6,zero,zero,zero,102,119.8,65.4,16.24,high,low,low,-5.2,8.72,120,46,low,low,5.44,low,-1.6535898384862247,8080199.5,263973.28,-2.096787724877965
B,5.31333333333333,24.0533333333333,0.276,64,136.6,0.219999999999999,0.0599999999999996,negative,119.8,45.8,zero,zero,zero,100,119.4,65.2,20.72,high,low,low,-5.2,8.72,120,46,low,low,5.4,low,-1.4861906968533947,8064127.5,271878.88,-2.4881135684904194
B,5.32,23.96,0.29,64.2,137,0.0399999999999991,0,negative,108.8,45.8,zero,zero,zero,98,120,65.6,18.44,high,low,low,-5.2,8.76,120,46,low,low,5.38,low,-1.393369964475876,8064127.5,266303.51999999996,-1.7728911907383038
B,5.33333333333333,24.0933333333333,0.218666666666667,64.8,136.8,0.100000000000001,0.04,negative,120.6,45.8,zero,zero,zero,94,120.2,65.2,16.5,high,low,low,-5.2,8.76,120,46,low,low,5.38,low,-1.478463807583788,8056097.5,269524.32,-2.628559390220687
B,5.32666666666667,23.9533333333333,0.277333333333333,64.2,137,0.100000000000001,0.0199999999999996,negative,118.6,46,zero,zero,zero,94,120.2,65.4,20.52,high,low,low,-5.2,8.78,120,46,low,low,5.38,low,-1.8450806661517032,8048071.5,266887.68,-2.628559390220687
B,5.3,24.0066666666667,0.282,67,141.2,0.0399999999999991,0,negative,117.8,46.4,zero,zero,zero,96,119.2,66,14.56,high,low,low,-5.2,8.8,120,46,low,low,5.38,low,-1.7316718427000253,8048071.5,280649.82,-1.7728911907383038
B,5.28,24.0133333333333,0.301333333333333,72.6,148.4,0.0799999999999983,0.0599999999999996,negative,116.8,46,zero,zero,zero,94,120,65.8,17.38,high,low,low,-5.2,8.76,120,46,low,low,5.36,low,-1.717157287525381,8040049.5,270553.18,-2.628559390220687
B,5.3,24.04,0.284,66.2,139.6,0.16,0.04,negative,117.8,45.8,zero,zero,zero,102,121,65,23.26,high,low,low,-5,8.74,120,46,low,low,5.36,low,-1.4,8040049.5,262232.32,-2.628559390220687
B,5.26,23.9533333333333,0.286666666666667,70,146,0.3,0.04,negative,117.6,45.8,zero,zero,zero,96,121.4,65,17.54,high,low,low,-5,8.76,120,46,low,low,5.36,low,-1.5267136173520308,8048071.5,259775.81999999998,-2.4881135684904194
B,5.26,23.98,0.298666666666667,68.8,143.4,0.0399999999999991,0.12,negative,118.8,45.8,zero,zero,zero,92,120,65,18.42,high,low,low,-5,8.74,120,46,low,low,5.36,low,-1.7470177871865298,8040049.5,267180,-2.628559390220687
B,5.28,23.9733333333333,0.169333333333333,67.4,142.2,0.200000000000003,0,negative,132.4,46,zero,zero,zero,98,117,65.2,21.46,high,low,low,-5,8.76,120,46,low,low,5.36,low,-1.518336216848308,8040049.5,289560,-2.628559390220687
B,5.3,24,0.256,64.2,138,0.0399999999999991,0.14,negative,131.4,45.8,zero,zero,zero,94,120.2,65,20.82,high,low,low,-5,8.74,120,46,low,low,5.4,low,-1.3868116113297644,8040049.5,268497.42,-2.628559390220687
D,5.29333333333333,23.9533333333333,0.237333333333333,67.4,141.4,0.0199999999999996,0.0600000000000005,negative,131.4,45.8,zero,zero,zero,106,120,67.4,13.88,high,low,low,-5,8.84,120,46,low,high,5.44,low,-1.235801073018288,8056097.5,262087.5,-1.5171178947033161
D,5.42666666666667,24.32,0.096,67.6,138.8,0.0399999999999991,0.0200000000000005,negative,119.4,45.8,zero,zero,zero,82,120.4,66.2,20.12,high,high,high,-5,8.82,120,46,low,high,5.6,high,-1.7809109769979337,8064127.5,265574.22,-2.628559390220687
D,5.59333333333333,23.96,0.227333333333333,71.8,141.4,0.199999999999999,0.08,negative,118,45.8,zero,zero,zero,78,118.2,64.8,16.86,high,high,high,-5,8.78,120,46,low,high,5.64,high,-1.7633568086760154,8048071.5,278108.31999999995,-2.628559390220687
D,5.55333333333333,23.9866666666667,0.238666666666667,70.2,140,0.259999999999998,0.0600000000000005,negative,117.6,46,zero,zero,zero,74,119,64.4,21.4,high,high,high,-5,8.8,120,46,low,high,5.64,high,-1.5267136173520308,8048071.5,271731.42000000004,-2.628559390220687
D,5.48666666666667,24.0133333333333,0.292666666666667,73.6,144.6,0.139999999999997,0.0599999999999996,negative,120.4,46.2,zero,zero,zero,76,119.2,65.2,20.08,high,high,high,-5,8.8,120,46,low,high,5.6,high,-1.6653359893863697,8048071.5,289255.68,-2.4881135684904194
D,5.46,23.9266666666667,0.312,69,140.4,0.199999999999999,0.04,negative,113.4,46,zero,zero,zero,86,116.4,65,21.86,high,high,high,-5,8.8,120,46,low,high,5.6,high,-1.3488471761560117,7023751.5,204799.5,-1.9248483425651775
D,5.47333333333333,24.0466666666667,0.252666666666667,66.4,136.6,0.0799999999999983,0.0200000000000005,negative,117.8,46,zero,zero,zero,78,122.6,64.8,21.84,high,high,high,-5,8.82,120,46,low,high,5.58,high,-1.4940355743730593,8048071.5,284408.32,-2.590290588137647
A,5.29333333333333,24.0133333333333,0.234,69.6,144.4,0.419999999999998,0.0600000000000005,negative,129,46.4,zero,zero,zero,132,120,66.8,16.98,low,high,high,-5,8.78,120,46,low,mid,5.46,high,-1.1851380485014653,508031.5,27612,-2.190638608279346
